CODI_10;ORDENACIO_ALFABETICA;NOM COMPLERT;ADREÇA;MUNICIPI;TELÈFON;FAX;TRACTAMENT;PRESIDENT;NOM;COGNOM1;COGNOM2;PARTIT_POLITIC;SEXE;CÀRREC;GERENT;CIF;COMARCA;CODCOMARCA;PROVINCIA;CODIPROV;CAPICOM;ANY_CENS;CENS;CODITIPUS;SUPERFICIE;ARTICLE;NOMTIPUS;CODIPOSTAL;SECRETARI;HORARI;DISSOLT;SIGLACOM;ALTURA;CODIPARE;TIPUSPARE;NOMPARE;HD;NOM_CAPITAL;E_MAIL;WEB;PARTIT_JUDICIAL;PARTIT_ELECTORAL;GENTILICI;LOCALITAT_CP;DELEGACIO_GOVERN;MUNICAT;AMBIT;SITUA_GEO_MUNICIPI;SITUA_GEO_COMARCA;PLANOL_CARRERS;SALUTACIO;DATA_ACTUALITZACIO
0803335025;Caldes Habitatge, SL;Caldes Habitatge, SL;Plaça de la Font del Lleó, 11;Caldes de Montbui;938655656;938655657;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B64881352;Vallès Oriental;8104190004;Barcelona;8000840003;;;0;5;;;Ens de gestió;08140;;;N;;;;;;;;;;;;;Caldes de Montbui;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0803335025;;;;;Benvolgut president;26/07/2019
0803274018;Caldes XXI;Caldes XXI;Plaça de la Vila, s/n;Caldes d'Estrac;937910055;937910503;Sr.;Vacant;Vacant;;;;H;President;;P0800221D;Maresme;8102130008;Barcelona;8000840003;;;0;5;;;Ens de gestió;08393;;;N;;;;;;;;;;;;;Caldes d'Estrac;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0803274018;;;;;Benvolgut president;26/07/2019
1703885013;Campllong Iniciatives, SA;Campllong Iniciatives, SA;C/ Església, 21;Campllong;972461504;972463408;Sr.;Vacant;Vacant;;;;H;President;;A17963133;Gironès;8102060009;Girona;8001760009;;;0;5;;;Ens de gestió;17457;;de dilluns a divendres de 10.00 a 14.00 hores;N;;;;;;;;ajuntament@campllong.cat;http://www.campllong.cat;;;;Campllong;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703885013;;;;;Benvolgut president;26/07/2019
1709263013;Casal Municipal del Pensionista de Llançà;Casal Municipal del Pensionista de Llançà;Av. Europa, 37;Llançà;972380181;972381258;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;P6709901J;Alt Empordà;8100220002;Girona;8001760009;;;0;5;;;Ens de gestió;17490;;14.00 a 20.00 hores;N;;;;;;;;alcaldia@llanca.net;http://www.llanca.cat;;;;Llançà;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1709263013;;;;;Benvolgut president;26/07/2019
1704705012;Castelló d'Empúries 2000, SA;Castelló d'Empúries 2000, SA;Plaça del Joc de la Pilota, s/n;Castelló d'Empúries;972250426;972156062;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;A17652959;Alt Empordà;8100220002;Girona;8001760009;;;0;5;;;Ens de gestió;17486;;;N;;;;;;;;;;;;;Castelló d'Empúries;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704705012;;;;;Benvolgut president;26/07/2019
9800965011;CCB Serveis Mediambientals, SA;CCB Serveis Mediambientals, SA;Camí Ral, s/n;Granollers;93-8790171;93-8795926;Sra.;Vacant;Vacant;;;;D;Presidenta;;A60618923;Vallès Oriental;8104190004;Barcelona;8000840003;;;0;5;;    ;Ens de gestió;08400;;;N;;;;;;;;;;;;;Granollers;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=9800965011;;;;;Benvolguda presidenta;26/07/2019
0801935144;Cementiris de Barcelona, SA;Cementiris de Barcelona, SA;C/ Mare de Deu de Port, 56-58, Edifici A;Barcelona;934841999;934841010;Sr.;Eloi Badia Casas;Eloi Badia Casas;;;;H;President/Presidenta;;A64302367;Barcelonès;8101360009;Barcelona;8000840003;;;0;5;;;Ens de gestió;08038;;De 8 a 18 h;N;;;;;;;;cbsa@cbsa.es;http://www.cbsa.es;;;;Barcelona;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0801935144;;;;;Benvolgut/da Sr./Sra.;26/07/2019
2512355023;Centre Activitats Lúdiques Pirinenques, SL;Centre d'Activitats Lúdiques Pirinenques, SL;C. Major, 5;Lladorre;973623000;973623052;Sr.;Vacant;Vacant;;;;H;President;;B25401761;Pallars Sobirà;8102650006;Lleida;8002550006;;;0;5;;;Ens de gestió;25576;;De 9 a 14 hores;N;;;;;;;;ajuntament@lladorre.ddl.net;;;;;Lladorre;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2512355023;;;;;Benvolgut president;26/07/2019
4316343075;Centre Document., Estudi i Difusió A. Guimerà;Centre de Documentació, Estudi i Difusió Àngel Guimerà del Vendrell;Santa Anna, 8 (Museu A. Guimerà);El Vendrell;977-665684;977-665685;Il·lma. Sra.;Vacant;Vacant;;;;D;President;;P9316508B;Baix Penedès;8101200000;Tarragona;8004330008;;;0;5;;;Ens de gestió;43700;;;N;;;;;;;;;;;;;El Vendrell;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4316343075;;;;;Benvolgut president;26/07/2019
4312335144;Centre MQ Reus, SA;Centre MQ Reus, SA;Antoni Gaudí, 26;Reus;977-316301;;Sra.;Noemí Llauradó Sans;Noemí;Llauradó;Sans;;D;Presidenta;;A43544733;Baix Camp;8100810007;Tarragona;8004330008;;;0;5;;    ;Ens de gestió;43203;;;N;;;;;;;;;;;;;Reus;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4312335144;;;;;Benvolguda presidenta;26/07/2019
8103503035;Centre Sanitari del Solsonès, FP Comarcal;Centre Sanitari del Solsonès, Fundació Pública Comarcal;Dominics, 14;Solsona;973-482003;973-482514;Sr.;Vacant;Vacant;;;;H;President;;V25247677;Solsonès;8103500000;Lleida;8002550006;;;0;5;;;Ens de gestió;25280;;;N;;;;;;;;;;;;;Solsona;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=8103503035;;;;;Benvolgut president;26/07/2019
0826655023;Cerdanyola Promocions Municipals, SLU;Cerdanyola Promocions Municipals, SLU;Plaça Francesc Layret, s/n;Cerdanyola del Vallès;935808888;935801620;Sra.;Vacant;Vacant;;;;D;Presidenta;;B64886211;Vallès Occidental;8104020002;Barcelona;8000840003;;;0;5;;;Ens de gestió;08290;;de 8.00 a 15.00 hores;N;;;;;;;;;;;;;Cerdanyola del Vallès;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0826655023;;;;;Benvolguda presidenta;26/07/2019
4304965011;Cingles de Montsant, SLM;Cingles de Montsant, SLM;Comte de Rius, 10;Cornudella de Montsant;977561416;977561419;Sr.;Vacant;Vacant;;;;H;President;;B43755651;Priorat;8102900000;Tarragona;8004330008;;;0;5;;;Ens de gestió;43360;;Dl. a Dv. de 9:15 a 14:00 hores;N;;;;;;;;;;;;;Cornudella de Montsant;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4304965011;;;;;Benvolgut president;26/07/2019
2514255023;Comercialitzadora Elèctrica de Montoliu, SL;Comercialitzadora Elèctrica de Montoliu, SL;Carrer Orient, 3;Montoliu de Lleida;973720280;973720299;Sr.;Daniel Farre Gort;Daniel;Farre;Gort;;H;President;;B25813767;Segrià;8103320002;Lleida;8002550006;;;;5;;;Ens de gestió;25172;;;N;;;;;;;;secretaria@montoliulleida.cat;montoliulleida.cat;;;;;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2514255023;;;;;Benvolgut president;26/07/2019
2521155023;Comercialitzadora Elèctrica Sudanell, SL;Comercialitzadora Elèctrica Sudanell, SL;Plaça Ajuntament, 4;Sudanell;973258155;973258125;Sr.;Josep Ma. Sanjuan Cornadó;Josep Ma.;Sanjuan;Cornadó;;H;President;;B25818733;Segrià;8103320002;Lleida;8002550006;;;;5;;;Ens de gestió;25173;;;N;;;;;;;;secretaria@sudanell.cat;www.sudanell.cat;;;;;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2521155023;;;;;Benvolgut president;26/07/2019
2523265047;Comercialitzadora Torres Energia, SL;Comercialitzadora Torres Energia, SL;C/ Vall, 2, baixos;Torres de Segre;973792828;973796196;Sr.;Josep Ramon Branzuela Almacellas;Josep Ramon;Branzuela;Almacellas;;H;President;;B25816745;Segrià;8103320002;Lleida;8002550006;;;;5;;;Ens de gestió;25170;;;N;;;;;;;;josepmaria@emeetds.cat;www.torresenergia.cat;;;;;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2523265047;;;;;Benvolgut president;26/07/2019
0820095021;Companyia d'Actuac. Urbaníst. Santboianes, SA;Companyia Local d'Actuacions Urbanístiques Santboianes, SA;Pujada de l'Església, 2;Sant Boi de Llobregat;936351200;936301856;Il·lma. Sra.;Vacant;Vacant;;;;D;Presidenta;;A62637871;Baix Llobregat;8101150006;Barcelona;8000840003;;;0;5;;;Ens de gestió;08830;;;N;;;;;;;;rlopez@stboi.es;;;;;Sant Boi de Llobregat;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0820095021;;;;;Benvolguda presidenta;26/07/2019
0830735059;Companyia d'Aigües Vilanova i la Geltrú, SAM;Companyia d'Aigües de Vilanova i la Geltrú, SAM;C/ del Col·legi, 38;Vilanova i la Geltrú;938115858;938930162;Il·lma. Sra.;Neus lloveras Massana;Neus;lloveras;Massana;;D;Presidenta;;A63610851;Garraf;8101730008;Barcelona;8000840003;;;0;5;;;Ens de gestió;08800;;de 8:00 a 15:00 hores;N;;;;;;;;companyia@aiguesvng.cat;http://www.aiguesvng.cat;;;;Vilanova i la Geltrú;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0830735059;;;;;Benvolguda presidenta;26/07/2019
0823845015;Comu Sant Quirze del Vallès, SL;Comu Sant Quirze del Vallès, SL;Plaça de la Vila, 6;Sant Quirze del Vallès;937210149;937212177;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B62561618;Vallès Occidental;8104020002;Barcelona;8000840003;;;0;5;;;Ens de gestió;08192;;;N;;;;;;;;;;;;;Sant Quirze del Vallès;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0823845015;;;;;Benvolgut president;26/07/2019
0818785049;Comunicacions Audiovisuals de Sabadell, SLU;Comunicacions Audiovisuals de Sabadell, SLU;C/ Dr. Puig, 18;Sabadell;937451960;937451966;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B61323085;Vallès Occidental;8104020002;Barcelona;8000840003;;;0;5;;;Ens de gestió;08202;;de 8:00 a 22:00 hores;N;;;;;;;;info@radiosabadell.fm;http://www.radiosabadell.fm;;;;Sabadell;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0818785049;;;;;Benvolgut president;26/07/2019
9814315019;Comunicalia Serveis per a la Comunicació, SA;Comunicalia Serveis per a la Comunicació, SA;C/ València, 231, 2è 2a;Barcelona;934881008;934874004;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;A63164180;Barcelonès;8101360009;Barcelona;8000840003;;;0;5;;;Ens de gestió;08007;;Dilluns a divendres de 9.00 a 19.00 hores;N;;;;;;;;comunicalia@comunicalia.cat;http://www.comunicalia.cat;;;;Barcelona;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=9814315019;;;;;Benvolgut president;26/07/2019
8100693018;Consell Econòmic Social Comarca Anoia (CESCA);Consell Econòmic i Social de la Comarca de l'Anoia (CESCA);Pl. Sant Miquel, 5;Igualada;938051585;938050611;Sr./Sra.;Vacant;Vacant;;;;H;President/Presidenta;;P0800156B;Anoia;8100690004;Barcelona;8000840003;;;0;5;;;Ens de gestió;08700;;;N;;;;;;;;;;;;;Igualada;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=8100693018;;;;;Benvolgut/da Sr./Sra.;26/07/2019
0820095016;Corporació Empreses i Serveis, SA (CORESSA);Corporació d'Empreses i Serveis de Sant Boi, SA (CORESSA);Pau Claris, 14;Sant Boi de Llobregat;93-6545511;;Il·lma. Sra.;Vacant;Vacant;;;;D;Presidenta;;A59024828;Baix Llobregat;8101150006;Barcelona;8000840003;;;0;5;;    ;Ens de gestió;08830;;;N;;;;;;;;;;;;;Sant Boi de Llobregat;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0820095016;;;;;Benvolguda presidenta;26/07/2019
9804045020;CSC Atenció Social, SL;CSC Atenció Social, SL;Av. Tibidabo, 21;Barcelona;932531820;932111428;Sr.;Vacant;Vacant;;;;H;President;;B65412587;Barcelonès;8101360009;Barcelona;8000840003;;;;5;;;Ens de gestió;08022;;;N;;;;;;;;secretgen@consorci.org;http://www.consorci.org;;;;;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=9804045020;;;;;Benvolgut president;26/07/2019
2500775017;Distribuïdora Elèctrica d'Albatàrrec, SL;Distribuïdora Elèctrica d'Albatàrrec, SL;Plaça Sant Salvador, 19;Albatàrrec;973720013;973720606;Sr.;Víctor Falguera Pascual;Víctor;Falguera;Pascual;;H;President;;B25467887;Segrià;8103320002;Lleida;8002550006;;;0;5;;;Ens de gestió;25171;;de 8.00 a 14.00 hores;N;;;;;;;;ajuntament@albatarrec.cat;;;;;Albatàrrec;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2500775017;;;;;Benvolgut president;26/07/2019
2514255018;Distribuïdora Elèctrica de Montoliu,SL;Distribuïdora Elèctrica de Montoliu, SL;Carrer Orient, 3;Montoliu de Lleida;973720280;973720299;Sr.;Daniel Farre Gort;Daniel;Farre;Gort;;H;President;;B25445693;Segrià;8103320002;Lleida;8002550006;;;0;5;;    ;Ens de gestió;25172;;;N;;;;;;;;;;;;;Montoliu de Lleida;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2514255018;;;;;Benvolgut president;26/07/2019
0827985013;Eco-Equip, SAM;Eco-Equip, Societat Anònima Municipal;Esla, s/n;Terrassa;93-7843300;;Sr.;Vacant;Vacant;;;;H;President;;A58035031;Vallès Occidental;8104020002;Barcelona;8000840003;;;0;5;;    ;Ens de gestió;08221;;;N;;;;;;;;eco-equip@terrassa.cat;http://www.ecoequip.cat;;;;Terrassa;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0827985013;;;;;Benvolgut president;26/07/2019
1704703014;Ecomuseu Farinera de Castelló d'Empúries;Ecomuseu Farinera de Castelló d'Empúries;C/ Sant Francesc, 5-7;Castelló d'Empúries;972250512;972156062;Sr.;Salvi Güell Bohigas;Salvi;Güell;Bohigas;;H;President;;P1700069F;Alt Empordà;8100220002;Girona;8001760009;;;0;5;;;Ens de gestió;17486;;;N;;;;;;;;ajuntament@castellodempuries.net;www.ecomuseu-farinera.cat;;;;Castelló d'Empúries;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704703014;;;;;Benvolgut president;26/07/2019
0827985071;EGARVIA, SA;EGARVIA, SA;C. Sant Sebastià, 273;Terrassa;93-7842711;;Sr./Sra;Vacant;Vacant;;;;H;President/Presidenta;;A59306126;Vallès Occidental;8104020002;Barcelona;8000840003;;;0;5;;    ;Ens de gestió;08221;;;N;;;;;;;;;;;;;Terrassa;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0827985071;;;;;Benvolgut/da Sr./Sra.;26/07/2019
0816915024;EL PRAT COMUNICACIÓ, SL;EL PRAT COMUNICACIÓ, SL;Pl. de la Vila, 1;El Prat de Llobregat;933790050;933798146;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B62595996;Baix Llobregat;8101150006;Barcelona;8000840003;;;0;5;;;Ens de gestió;08820;;Dies feiners de 9 a 14 hores;N;;;;;;;;perezd@aj-elprat.es;;;;;El Prat de Llobregat;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0816915024;;;;;Benvolgut president;26/07/2019
4316345020;El Vendrell Comunicació, SLM;El Vendrell Comunicació, SLM;Ctra. Santa Oliva, 27-35;El Vendrell;977666602;977666530;Sr.;Vacant;Vacant;;;;H;President;;B43474196;Baix Penedès;8101200000;Tarragona;8004330008;;;0;5;;    ;Ens de gestió;43700;;10:00 a 15:00 hores;N;;;;;;;;administracio@rtvelvendrell.cat;http://www.rtvelvendrell.cat;;;;El Vendrell;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4316345020;;;;;Benvolgut president;26/07/2019
0806735025;ELECTRACOMERCIAL CENTELLES, SL;ELECTRACOMERCIAL CENTELLES, SL;c/ Nou, 11;Centelles;93 8810931;93 8812020;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B62419015;Osona;8102490004;Barcelona;8000840003;;;0;5;;;Ens de gestió;08540;;Dl a Dv de 7:15 a 14:30 hores;N;;;;;;;;electramun@teleline.es;;;;;Centelles;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806735025;;;;;Benvolgut president;26/07/2019
0806735010;ELECTRADISTRIBUCIÓ CENTELLES, SL;ELECTRADISTRIBUCIÓ CENTELLES, SL;Nou, 11;Centelles;938810931;938812020;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B62418983;Osona;8102490004;Barcelona;8000840003;;;0;5;;;Ens de gestió;08540;;;N;;;;;;;;;;;;;Centelles;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806735010;;;;;Benvolgut president;26/07/2019
4313975022;Elèctrica Mpal. Sta. Coloma Q, Comercialit_SL;Elèctrica Municipal de Santa Coloma de Queralt, Comercialitzadora, SL;Pl. Major, 1;Santa Coloma de Queralt;977880088;;Sr.;Magí Trullols Trull;Magí;Trullols;Trull;;H;President;;B55697650;Conca de Barberà;8101670005;Tarragona;8004330008;;;;5;;;Ens de gestió;43420;;;N;;;;;;;;aj.stacqueralt@altanet.org;;;;;;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4313975022;;;;;Benvolgut president;26/07/2019
4313975017;Elèctrica Municipal Sta. Coloma de Queralt SL;Elèctrica Municipal de Santa Coloma de Queralt, SL;Pl. Major, 1;Santa Coloma de Queralt;977880088;977881463;Sr.;Magí Trullols Trull;Magí;Trullols;Trull;;H;President;;B43986918;Conca de Barberà;8101670005;Tarragona;8004330008;;;0;5;;;Ens de gestió;43420;;de 9.00 a 15.00 hores;N;;;;;;;;aj.stacqueralt@altanet.org;http://www.stacqueralt.altanet.org;;;;Santa Coloma de Queralt;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4313975017;;;;;Benvolgut president;26/07/2019
2519025014;Elèctrica Salàs de Pallars, SL;Elèctrica Salàs de Pallars, SL;C. Bon Jesús 47;Salàs de Pallars;973676003;973676248;Sr.;Francesc Borrell Grau;Francesc;Borrell;Grau;;H;President;;B25672692;Pallars Jussà;8102520002;Lleida;8002550006;;;0;5;;;Ens de gestió;26693;;Dl a dv de 9 a 15h;N;;;;;;;;electrica@salas.cat;;;;;Salàs de Pallars;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2519025014;;;;;Benvolgut president;26/07/2019
2519025029;Elèctrica Salàs_Comercialitzadora, SLU;Elèctrica Salàs de Pallars Comercialitzadora, SLU;Bon Jesús, 47;Salàs de Pallars;973676003;;Sr.;Francesc Borrell Grau;Francesc;Borrell;Grau;;H;President;;B25818485;Pallars Jussà;8102520002;Lleida;8002550006;;;;5;;;Ens de gestió;25693;;;N;;;;;;;;electrica@salas.cat;;;;;;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2519025029;;;;;Benvolgut president;26/07/2019
2521155018;Elèctrica Sudanell, SL;Elèctrica Sudanell, SL;Plaça de l'Ajuntament, 4;Sudanell;973258155;973258125;Sr.;Josep Ma. Sanjuan Cornadó;Josep Ma.;Sanjuan;Cornadó;;H;President;;B25483967;Segrià;8103320002;Lleida;8002550006;;;0;5;;;Ens de gestió;25173;;Dilluns a divendres de 10.00 a 14.00 hores;N;;;;;;;;ajuntament@sudanell.ddl.net;http://www.sudanell.cat;;;;Sudanell;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2521155018;;;;;Benvolgut president;26/07/2019
2502155023;Electricitat Almenar, SL;Electricitat d'Almenar, SL;Pl. de la Vila, 10;Almenar;973599060;;Sra.;M. Teresa Malla Aige;M. Teresa;Malla;Aige;;D;Presidenta;;B25819749;Segrià;8103320002;Lleida;8002550006;;;;5;;;Ens de gestió;25126;;;N;;;;;;;;eda@eda.cat;www.eda.cat;;;;;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502155023;;;;;Benvolguda presidenta;26/07/2019
4314825088;EM de Desenvolupament Econò. de Tarragona, SA;Empresa Municipal de Desenvolupament Econòmic de Tarragona, SA;Rambla Nova, 46;Tarragona;977-243029;977-243408;Sr.;Vacant;Vacant;;;;H;President;;A43417492;Tarragonès;8103630008;Tarragona;8004330008;;;0;5;;    ;Ens de gestió;43004;;;N;;;;;;;;;;;;;Tarragona;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4314825088;;;;;Benvolgut president;26/07/2019
4314825072;EM de Mitjans de Comunicació de Tarragona, SA;Empresa Municipal de Mitjans de Comunicació de Tarragona, SA;Pl. de la Font, 1;Tarragona;977-296100;977-296118;Sr.;Vacant;Vacant;;;;H;President;;A43351204;Tarragonès;8103630008;Tarragona;8004330008;;;0;5;;    ;Ens de gestió;43071;;;N;;;;;;;;;;;;;Tarragona;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4314825072;;;;;Benvolgut president;26/07/2019
2502155018;EM Distribució Energia Elèctrica Almenar, SL;Empresa Municipal de Distribució d'Energia Elèctrica d'Almenar, SL;Pl. de la Vila, 10;Almenar;973 770013;973 770449;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B25470766;Segrià;8103320002;Lleida;8002550006;;;0;5;;;Ens de gestió;25126;;Dl a Dv 8:00 a 15:00 hores;N;;;;;;;;ajuntament@almenar.ddl.net;;;;;Almenar;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502155018;;;;;Benvolgut president;26/07/2019
2517285028;EM Distribució Energia Elèctrica de Ponts, SL;Empresa Municipal de Distribució d'Energia Elèctrica de Ponts, S. L.;Pl. Planell, 5;Ponts;;;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B25428905;Noguera;8102340003;Lleida;8002550006;;;0;5;;    ;Ens de gestió;25740;;;N;;;;;;;;;;;;;Ponts;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2517285028;;;;;Benvolgut president;26/07/2019
0812495021;EM Formació Ocupacional i l'Ocupació, SL;Empresa Municipal per a la Formació Ocupacional i l'Ocupació, SL;C/ Riera, 7 1a planta;Mollet del Vallès;93-5705160;93-5703507;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B59091132;Vallès Oriental;8104190004;Barcelona;8000840003;;;0;5;;    ;Ens de gestió;08100;;;N;;;;;;;;info@emfo.cat;https://emfo.com;;;;Mollet del Vallès;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0812495021;;;;;Benvolgut president;26/07/2019
0807345020;EM Promoció Social, Urbana i Econ.Cornellà,SA;Empresa Municipal de Promoció Social, Urbana i Econòmica de Cornellà, SA;C/ Albert Einstein, 47-49 (Edifici Auditori);Cornellà de Llobregat;93-4740202;93-3772347;Sr./Sra;Vacant;Vacant;;;;H;President/Presidenta;;A58283342;Baix Llobregat;8101150006;Barcelona;8000840003;;;0;5;;    ;Ens de gestió;08940;;;N;;;;;;;;;;;;;Cornellà de Llobregat;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0807345020;;;;;Benvolgut/da Sr./Sra.;26/07/2019
2515815019;EM Serveis del Palau d'Anglesola, SL;Empresa Municipal de Serveis del Palau d'Anglesola, SL;C/ Mollerussa, 16;El Palau d'Anglesola;973605818;973605818;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;B25532938;Pla d'Urgell;8102710007;Lleida;8002550006;;;0;5;;;Ens de gestió;25243;;Tot el dia;N;;;;;;;;calacileta@hotmail.com;;;;;El Palau d'Anglesola;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2515815019;;;;;Benvolgut president;26/07/2019
1716093023;Emissora municipal de Sant Feliu de Guíxols;Emissora municipal de Sant Feliu de Guíxols;C/ l'Abadia, s/n;Sant Feliu de Guíxols;972821803;972822219;Il·lm. Sr.;Vacant;Vacant;;;;H;President;;P6717004C;Baix Empordà;8101080001;Girona;8001760009;;;0;5;;;Ens de gestió;17220;;;N;;;;;;;;;http://www.rsf.fm;;;;Sant Feliu de Guíxols;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1716093023;;;;;Benvolgut president;26/07/2019
4314825035;Empresa de Serveis i Prom.d'In. Municipals SA;Empresa de Serveis i Promocions d'Iniciatives Municipals, SA;Passatge Cobos, 4;Tarragona;977-231551;;Sr.;Vacant;Vacant;;;;H;President;;A43096163;Tarragonès;8103630008;Tarragona;8004330008;;;0;5;;    ;Ens de gestió;43001;;;N;;;;;;;;;;;;;Tarragona;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4314825035;;;;;Benvolgut president;26/07/2019
4314825014;Empresa M. de Transports Públics de Tarr., SA;Empresa Municipal de Transports Públics de Tarragona, SA;Pl. de la Font, 1;Tarragona;977-543244;977-551201;Sr.;Vacant;Vacant;;;;H;President;;A43052729;Tarragonès;8103630008;Tarragona;8004330008;;;0;5;;    ;Ens de gestió;43071;;;N;;;;;;;;;;;;;Tarragona;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4314825014;;;;;Benvolgut president;26/07/2019
